month,region,state,product,product_family,channel,dealer_cohort,units_mt,net_revenue_lakh,gross_margin_pct,discount_pct
2025-04-01,West,Gujarat,BioGro,Bio-stimulant,Distributor,Stable core,972,13.61,18.9,3.9
2025-04-01,West,Gujarat,BioGro,Bio-stimulant,Co-op,New growth cohort,1209,16.93,18.3,4.9
2025-04-01,West,Rajasthan,BioGro,Bio-stimulant,Agri clinic,Stable core,1196,16.74,20.3,4.1
2025-04-01,West,Maharashtra,CropShield,Core fertiliser,Retailer,Stable core,777,12.33,18.6,4.9
2025-04-01,West,Gujarat,CropShield,Core fertiliser,Distributor,Stable core,950,14.68,16.5,4.2
2025-04-01,West,Maharashtra,CropShield,Core fertiliser,Co-op,Stable core,811,12.53,18,5
2025-04-01,West,Gujarat,CropShield,Core fertiliser,Agri clinic,Stable core,966,14.92,19.4,3.5
2025-04-01,West,Rajasthan,Specialty Zinc,Core fertiliser,Retailer,New growth cohort,886,15.35,16.4,3.6
2025-04-01,West,Maharashtra,Specialty Zinc,Core fertiliser,Distributor,Stable core,725,12.25,17,3.3
2025-04-01,West,Rajasthan,Specialty Zinc,Core fertiliser,Co-op,Stable core,742,12.54,17.9,3.7
2025-04-01,West,Maharashtra,Specialty Zinc,Core fertiliser,Agri clinic,New growth cohort,795,13.44,17.6,3.1
2025-04-01,South,Karnataka,Urea,Core fertiliser,Retailer,New growth cohort,499,4.3,18.8,3.4
2025-04-01,South,Andhra Pradesh,Urea,Core fertiliser,Distributor,Stable core,518,4.25,16,4.3
2025-04-01,South,Telangana,Urea,Core fertiliser,Co-op,Stable core,427,3.5,17.9,4.1
2025-04-01,South,Karnataka,Urea,Core fertiliser,Agri clinic,Stable core,486,3.99,15.9,3.9
2025-04-01,South,Telangana,DAP,Core fertiliser,Retailer,Stable core,510,5.14,17.4,4.5
2025-04-01,South,Telangana,DAP,Core fertiliser,Distributor,Stable core,498,4.81,16.2,3.6
2025-04-01,South,Andhra Pradesh,DAP,Core fertiliser,Co-op,Stable core,489,4.72,16.3,3.5
2025-04-01,South,Andhra Pradesh,DAP,Core fertiliser,Agri clinic,New growth cohort,518,5,18.5,4.4
2025-04-01,South,Telangana,NPK 20-20,Complex fertiliser,Retailer,Stable core,610,7.03,18.5,4.4
2025-04-01,South,Andhra Pradesh,NPK 20-20,Complex fertiliser,Distributor,Stable core,584,6.48,18.8,4.5
2025-04-01,South,Karnataka,NPK 20-20,Complex fertiliser,Co-op,Stable core,548,6.08,16.8,4.7
2025-04-01,South,Telangana,NPK 20-20,Complex fertiliser,Agri clinic,Stable core,603,6.69,17.8,3.1
2025-04-01,South,Karnataka,NPK 12-32-16,Complex fertiliser,Retailer,Stable core,712,9.23,16.9,4.9
2025-04-01,South,Karnataka,NPK 12-32-16,Complex fertiliser,Distributor,Stable core,543,6.81,18.4,4.6
2025-04-01,South,Telangana,NPK 12-32-16,Complex fertiliser,Co-op,Stable core,690,8.66,17.1,4.1
2025-04-01,South,Karnataka,NPK 12-32-16,Complex fertiliser,Agri clinic,New growth cohort,674,8.46,18.5,4.7
2025-04-01,South,Andhra Pradesh,BioGro,Bio-stimulant,Retailer,New growth cohort,1014,14.62,19.8,4.9
2025-04-01,South,Andhra Pradesh,BioGro,Bio-stimulant,Distributor,Stable core,1067,14.94,17.5,5
2025-04-01,South,Telangana,BioGro,Bio-stimulant,Co-op,Stable core,1161,16.25,20.1,4.7
2025-04-01,South,Karnataka,BioGro,Bio-stimulant,Agri clinic,New growth cohort,1091,15.27,19.8,3.5
2025-04-01,South,Andhra Pradesh,CropShield,Core fertiliser,Retailer,New growth cohort,810,12.85,18.8,4.4
2025-04-01,South,Telangana,CropShield,Core fertiliser,Distributor,Stable core,895,13.83,19.3,3.8
2025-04-01,South,Andhra Pradesh,CropShield,Core fertiliser,Co-op,Stable core,773,11.94,18.2,3.8
2025-04-01,South,Karnataka,CropShield,Core fertiliser,Agri clinic,Stable core,842,13.01,17.2,3.3
2025-04-01,South,Andhra Pradesh,Specialty Zinc,Core fertiliser,Retailer,Stable core,729,12.63,18.1,4.4
2025-04-01,South,Karnataka,Specialty Zinc,Core fertiliser,Distributor,Stable core,833,14.08,18.7,3.2
2025-04-01,South,Karnataka,Specialty Zinc,Core fertiliser,Co-op,Stable core,768,12.98,17.8,4
2025-04-01,South,Andhra Pradesh,Specialty Zinc,Core fertiliser,Agri clinic,Stable core,712,12.03,17.4,3.3
2025-04-01,Central,Chhattisgarh,Urea,Core fertiliser,Retailer,Stable core,418,3.6,17.5,4.7
2025-04-01,Central,Chhattisgarh,Urea,Core fertiliser,Distributor,Stable core,452,3.71,16.5,4.9
2025-04-01,Central,Madhya Pradesh,Urea,Core fertiliser,Co-op,Stable core,445,3.65,18.1,4.2
2025-04-01,Central,Chhattisgarh,Urea,Core fertiliser,Agri clinic,New growth cohort,463,3.8,16.6,4.4
2025-04-01,Central,Chhattisgarh,DAP,Core fertiliser,Retailer,Stable core,551,5.55,18.4,4.4
2025-04-01,Central,Madhya Pradesh,DAP,Core fertiliser,Distributor,New growth cohort,594,5.73,17.7,4.7
2025-04-01,Central,Chhattisgarh,DAP,Core fertiliser,Co-op,Stable core,502,4.84,17,4.2
2025-04-01,Central,Madhya Pradesh,DAP,Core fertiliser,Agri clinic,Stable core,493,4.76,17.2,4
2025-04-01,Central,Chhattisgarh,NPK 20-20,Complex fertiliser,Retailer,Stable core,608,7,16,4.5
2025-04-01,Central,Chhattisgarh,NPK 20-20,Complex fertiliser,Distributor,Stable core,596,6.62,18.9,4.1
2025-04-01,Central,Chhattisgarh,NPK 20-20,Complex fertiliser,Co-op,Stable core,501,5.56,16,4.3
2025-04-01,Central,Chhattisgarh,NPK 20-20,Complex fertiliser,Agri clinic,Stable core,495,5.49,16.4,4.5
2025-04-01,Central,Chhattisgarh,NPK 12-32-16,Complex fertiliser,Retailer,New growth cohort,646,8.38,16.6,3.8
2025-04-01,Central,Chhattisgarh,NPK 12-32-16,Complex fertiliser,Distributor,New growth cohort,568,7.13,16.3,3.2
2025-04-01,Central,Madhya Pradesh,NPK 12-32-16,Complex fertiliser,Co-op,Stable core,662,8.31,16.9,3.7
2025-04-01,Central,Chhattisgarh,NPK 12-32-16,Complex fertiliser,Agri clinic,Stable core,541,6.79,17.3,3.9
2025-04-01,Central,Madhya Pradesh,BioGro,Bio-stimulant,Retailer,Stable core,1074,15.49,19.8,3.9
2025-04-01,Central,Madhya Pradesh,BioGro,Bio-stimulant,Distributor,Stable core,1142,15.99,19,4.9
2025-04-01,Central,Madhya Pradesh,BioGro,Bio-stimulant,Co-op,Stable core,1066,14.92,19.3,4.9
2025-04-01,Central,Madhya Pradesh,BioGro,Bio-stimulant,Agri clinic,New growth cohort,962,13.47,18.8,4.6
2025-04-01,Central,Chhattisgarh,CropShield,Core fertiliser,Retailer,Stable core,835,13.25,18.3,3.5
2025-04-01,Central,Chhattisgarh,CropShield,Core fertiliser,Distributor,Stable core,864,13.35,19,4.3
2025-04-01,Central,Madhya Pradesh,CropShield,Core fertiliser,Co-op,Stable core,911,14.07,16.4,3.9
2025-04-01,Central,Madhya Pradesh,CropShield,Core fertiliser,Agri clinic,New growth cohort,796,12.3,19,3.7
2025-04-01,Central,Madhya Pradesh,Specialty Zinc,Core fertiliser,Retailer,New growth cohort,842,14.58,16.8,4.5
2025-04-01,Central,Chhattisgarh,Specialty Zinc,Core fertiliser,Distributor,Stable core,716,12.1,16.2,4.8
2025-04-01,Central,Madhya Pradesh,Specialty Zinc,Core fertiliser,Co-op,Stable core,671,11.34,17.7,3.8
2025-04-01,Central,Chhattisgarh,Specialty Zinc,Core fertiliser,Agri clinic,Stable core,823,13.91,16.2,4.6
2025-05-01,North,Punjab,Urea,Core fertiliser,Retailer,Stable core,326,2.81,18.1,4.4
2025-05-01,North,Punjab,Urea,Core fertiliser,Distributor,At-risk FY24 cohort,211,1.73,18.1,6.2
2025-05-01,North,Punjab,Urea,Core fertiliser,Co-op,New growth cohort,293,2.4,15.9,3.5
2025-05-01,North,Haryana,Urea,Core fertiliser,Agri clinic,New growth cohort,307,2.52,18.5,4.5
2025-05-01,North,Punjab,DAP,Core fertiliser,Retailer,Stable core,306,3.08,16,4.3
2025-05-01,North,Uttar Pradesh,DAP,Core fertiliser,Distributor,At-risk FY24 cohort,296,2.86,17.4,5.6
2025-05-01,North,Uttar Pradesh,DAP,Core fertiliser,Co-op,Stable core,350,3.38,18.9,3.5
2025-05-01,North,Uttar Pradesh,DAP,Core fertiliser,Agri clinic,Stable core,374,3.61,17,3.5
2025-05-01,North,Haryana,NPK 20-20,Complex fertiliser,Retailer,New growth cohort,334,3.85,16.7,3.8
2025-05-01,North,Haryana,NPK 20-20,Complex fertiliser,Distributor,At-risk FY24 cohort,307,3.41,18.7,6.3
2025-05-01,North,Haryana,NPK 20-20,Complex fertiliser,Co-op,Stable core,347,3.85,16.5,4.7
2025-05-01,North,Punjab,NPK 20-20,Complex fertiliser,Agri clinic,New growth cohort,343,3.81,18.3,3.4
2025-05-01,North,Punjab,NPK 12-32-16,Complex fertiliser,Retailer,New growth cohort,390,5.06,16.8,3.9
2025-05-01,North,Punjab,NPK 12-32-16,Complex fertiliser,Distributor,At-risk FY24 cohort,334,4.19,16.9,6.5
2025-05-01,North,Haryana,NPK 12-32-16,Complex fertiliser,Co-op,Stable core,373,4.68,16.8,3.8
2025-05-01,North,Punjab,NPK 12-32-16,Complex fertiliser,Agri clinic,Stable core,372,4.67,18.8,4.9
2025-05-01,North,Haryana,BioGro,Bio-stimulant,Retailer,New growth cohort,775,11.18,17.7,3.3
2025-05-01,North,Punjab,BioGro,Bio-stimulant,Distributor,At-risk FY24 cohort,473,6.62,18.2,5.7
2025-05-01,North,Punjab,BioGro,Bio-stimulant,Co-op,Stable core,663,9.28,17.5,3.3
2025-05-01,North,Punjab,BioGro,Bio-stimulant,Agri clinic,Stable core,735,10.29,18.7,5.1
2025-05-01,North,Punjab,CropShield,Core fertiliser,Retailer,New growth cohort,579,9.19,18.9,3.4
2025-05-01,North,Punjab,CropShield,Core fertiliser,Distributor,At-risk FY24 cohort,419,6.47,18.1,6.6
2025-05-01,North,Haryana,CropShield,Core fertiliser,Co-op,Stable core,534,8.25,19,3.3
2025-05-01,North,Uttar Pradesh,CropShield,Core fertiliser,Agri clinic,Stable core,551,8.51,19.2,4.7
2025-05-01,North,Punjab,Specialty Zinc,Core fertiliser,Retailer,Stable core,499,8.64,16.8,4.9
2025-05-01,North,Haryana,Specialty Zinc,Core fertiliser,Distributor,At-risk FY24 cohort,439,7.42,19,7.3
2025-05-01,North,Haryana,Specialty Zinc,Core fertiliser,Co-op,Stable core,579,9.79,18.3,4.4
2025-05-01,North,Punjab,Specialty Zinc,Core fertiliser,Agri clinic,Stable core,452,7.64,18.4,3.2
2025-05-01,East,Bihar,Urea,Core fertiliser,Retailer,Stable core,385,3.32,14.5,4.8
2025-05-01,East,West Bengal,Urea,Core fertiliser,Distributor,At-risk FY24 cohort,291,2.39,16,6.4
2025-05-01,East,West Bengal,Urea,Core fertiliser,Co-op,Stable core,341,2.8,16.3,4.3
2025-05-01,East,West Bengal,Urea,Core fertiliser,Agri clinic,Stable core,328,2.69,16.5,5
2025-05-01,East,Bihar,DAP,Core fertiliser,Retailer,Stable core,371,3.74,15.7,4.8
2025-05-01,East,West Bengal,DAP,Core fertiliser,Distributor,At-risk FY24 cohort,263,2.54,15.6,6.4
2025-05-01,East,West Bengal,DAP,Core fertiliser,Co-op,Stable core,341,3.29,16.1,4.2
2025-05-01,East,Odisha,DAP,Core fertiliser,Agri clinic,Stable core,373,3.6,14.7,4
2025-05-01,East,West Bengal,NPK 20-20,Complex fertiliser,Retailer,Stable core,397,4.57,16.5,4.2
2025-05-01,East,Bihar,NPK 20-20,Complex fertiliser,Distributor,At-risk FY24 cohort,286,3.17,15.2,7
2025-05-01,East,Odisha,NPK 20-20,Complex fertiliser,Co-op,Stable core,379,4.21,15.4,3.4
2025-05-01,East,West Bengal,NPK 20-20,Complex fertiliser,Agri clinic,Stable core,407,4.52,14.6,4.8
2025-05-01,East,Bihar,NPK 12-32-16,Complex fertiliser,Retailer,Stable core,379,4.92,14,3.3
2025-05-01,East,Odisha,NPK 12-32-16,Complex fertiliser,Distributor,At-risk FY24 cohort,306,3.84,14.9,5.7
2025-05-01,East,West Bengal,NPK 12-32-16,Complex fertiliser,Co-op,New growth cohort,475,5.96,15,4.2
2025-05-01,East,Odisha,NPK 12-32-16,Complex fertiliser,Agri clinic,Stable core,418,5.25,14.8,4.4
2025-05-01,East,Odisha,BioGro,Bio-stimulant,Retailer,Stable core,661,9.53,15.9,3.9
2025-05-01,East,Odisha,BioGro,Bio-stimulant,Distributor,At-risk FY24 cohort,561,7.85,17.5,6.1
2025-05-01,East,West Bengal,BioGro,Bio-stimulant,Co-op,Stable core,855,11.97,15.7,4.2
2025-05-01,East,Odisha,BioGro,Bio-stimulant,Agri clinic,New growth cohort,662,9.27,18.1,3.4
2025-05-01,East,West Bengal,CropShield,Core fertiliser,Retailer,Stable core,660,10.47,17.1,5
2025-05-01,East,Odisha,CropShield,Core fertiliser,Distributor,At-risk FY24 cohort,468,7.23,17.2,5.5
2025-05-01,East,Bihar,CropShield,Core fertiliser,Co-op,New growth cohort,595,9.19,16.1,4.9
2025-05-01,East,West Bengal,CropShield,Core fertiliser,Agri clinic,Stable core,654,10.1,14.6,4.9
2025-05-01,East,Bihar,Specialty Zinc,Core fertiliser,Retailer,Stable core,642,11.12,16.6,3.6
2025-05-01,East,Odisha,Specialty Zinc,Core fertiliser,Distributor,At-risk FY24 cohort,455,7.69,14.4,6.4
2025-05-01,East,Bihar,Specialty Zinc,Core fertiliser,Co-op,Stable core,637,10.77,15.8,4.3
2025-05-01,East,Odisha,Specialty Zinc,Core fertiliser,Agri clinic,Stable core,631,10.66,15.9,5
2025-05-01,West,Rajasthan,Urea,Core fertiliser,Retailer,Stable core,431,3.72,17.1,3.1
2025-05-01,West,Gujarat,Urea,Core fertiliser,Distributor,Stable core,556,4.56,16.5,4.8
2025-05-01,West,Gujarat,Urea,Core fertiliser,Co-op,Stable core,429,3.52,17.5,3.2
2025-05-01,West,Gujarat,Urea,Core fertiliser,Agri clinic,Stable core,452,3.71,16.5,4.1
2025-05-01,West,Rajasthan,DAP,Core fertiliser,Retailer,Stable core,543,5.47,17.3,4.2
2025-05-01,West,Rajasthan,DAP,Core fertiliser,Distributor,Stable core,497,4.8,16.1,4.5
2025-05-01,West,Rajasthan,DAP,Core fertiliser,Co-op,Stable core,596,5.75,18.7,3.4
2025-05-01,West,Maharashtra,DAP,Core fertiliser,Agri clinic,Stable core,524,5.06,17,3.4
2025-05-01,West,Gujarat,NPK 20-20,Complex fertiliser,Retailer,Stable core,563,6.49,18.2,5
2025-05-01,West,Gujarat,NPK 20-20,Complex fertiliser,Distributor,Stable core,561,6.23,16.4,3.4
2025-05-01,West,Rajasthan,NPK 20-20,Complex fertiliser,Co-op,Stable core,650,7.22,17.6,4.6
2025-05-01,West,Gujarat,NPK 20-20,Complex fertiliser,Agri clinic,New growth cohort,630,6.99,16.6,3.9
2025-05-01,West,Maharashtra,NPK 12-32-16,Complex fertiliser,Retailer,Stable core,670,8.69,18.7,3.7
2025-05-01,West,Maharashtra,NPK 12-32-16,Complex fertiliser,Distributor,Stable core,641,8.04,18,4
2025-05-01,West,Maharashtra,NPK 12-32-16,Complex fertiliser,Co-op,Stable core,568,7.13,17.9,5
2025-05-01,West,Maharashtra,NPK 12-32-16,Complex fertiliser,Agri clinic,Stable core,604,7.58,16.6,4
2025-05-01,West,Maharashtra,BioGro,Bio-stimulant,Retailer,New growth cohort,1154,16.64,18.4,4.4
2025-05-01,West,Rajasthan,BioGro,Bio-stimulant,Distributor,Stable core,1042,14.59,19.3,4.4
2025-05-01,West,Rajasthan,BioGro,Bio-stimulant,Co-op,Stable core,1063,14.88,19.3,3.8
2025-05-01,West,Gujarat,BioGro,Bio-stimulant,Agri clinic,Stable core,1165,16.31,20.3,3.4
2025-05-01,West,Maharashtra,CropShield,Core fertiliser,Retailer,New growth cohort,804,12.76,18.1,4.6
2025-05-01,West,Gujarat,CropShield,Core fertiliser,Distributor,Stable core,808,12.48,18.3,3.8
2025-05-01,West,Maharashtra,CropShield,Core fertiliser,Co-op,Stable core,956,14.77,16.9,4.1
2025-05-01,West,Maharashtra,CropShield,Core fertiliser,Agri clinic,Stable core,884,13.66,18.6,4.7
2025-05-01,West,Rajasthan,Specialty Zinc,Core fertiliser,Retailer,Stable core,905,15.67,19,4.2
2025-05-01,West,Maharashtra,Specialty Zinc,Core fertiliser,Distributor,Stable core,739,12.49,18.4,4.6
2025-05-01,West,Maharashtra,Specialty Zinc,Core fertiliser,Co-op,Stable core,880,14.87,19,4.5
2025-05-01,West,Gujarat,Specialty Zinc,Core fertiliser,Agri clinic,New growth cohort,736,12.44,18.5,3.9
2025-05-01,South,Karnataka,Urea,Core fertiliser,Retailer,Stable core,544,4.69,18.6,3.7
2025-05-01,South,Telangana,Urea,Core fertiliser,Distributor,New growth cohort,497,4.08,16.1,3.2
2025-05-01,South,Telangana,Urea,Core fertiliser,Co-op,Stable core,529,4.34,18.5,4.3
2025-05-01,South,Karnataka,Urea,Core fertiliser,Agri clinic,Stable core,483,3.96,18.5,3.9
2025-05-01,South,Telangana,DAP,Core fertiliser,Retailer,Stable core,554,5.58,17.8,4.3
2025-05-01,South,Telangana,DAP,Core fertiliser,Distributor,Stable core,627,6.05,16.8,4.4
2025-05-01,South,Karnataka,DAP,Core fertiliser,Co-op,Stable core,606,5.85,16.4,4.7
2025-05-01,South,Andhra Pradesh,DAP,Core fertiliser,Agri clinic,New growth cohort,512,4.94,17.7,4.6
2025-05-01,South,Karnataka,NPK 20-20,Complex fertiliser,Retailer,New growth cohort,574,6.61,17.4,4.3
2025-05-01,South,Karnataka,NPK 20-20,Complex fertiliser,Distributor,Stable core,661,7.34,18.6,4
2025-05-01,South,Karnataka,NPK 20-20,Complex fertiliser,Co-op,Stable core,668,7.41,16.3,4.4
2025-05-01,South,Andhra Pradesh,NPK 20-20,Complex fertiliser,Agri clinic,New growth cohort,660,7.33,16.1,4.3
2025-05-01,South,Karnataka,NPK 12-32-16,Complex fertiliser,Retailer,Stable core,707,9.17,16.4,4.3
2025-05-01,South,Andhra Pradesh,NPK 12-32-16,Complex fertiliser,Distributor,Stable core,665,8.35,17.6,4
2025-05-01,South,Karnataka,NPK 12-32-16,Complex fertiliser,Co-op,New growth cohort,602,7.56,16.3,3.1
2025-05-01,South,Telangana,NPK 12-32-16,Complex fertiliser,Agri clinic,Stable core,700,8.79,18.8,4.1
2025-05-01,South,Telangana,BioGro,Bio-stimulant,Retailer,New growth cohort,1104,15.92,19.1,4.4
2025-05-01,South,Telangana,BioGro,Bio-stimulant,Distributor,Stable core,966,13.52,18.8,3.3
2025-05-01,South,Andhra Pradesh,BioGro,Bio-stimulant,Co-op,Stable core,1104,15.46,19,4
2025-05-01,South,Karnataka,BioGro,Bio-stimulant,Agri clinic,Stable core,991,13.87,18.7,4.4
2025-05-01,South,Andhra Pradesh,CropShield,Core fertiliser,Retailer,Stable core,858,13.62,18.7,4
2025-05-01,South,Telangana,CropShield,Core fertiliser,Distributor,Stable core,973,15.03,17.2,3.8
2025-05-01,South,Andhra Pradesh,CropShield,Core fertiliser,Co-op,Stable core,963,14.88,19.3,4.1
2025-05-01,South,Andhra Pradesh,CropShield,Core fertiliser,Agri clinic,Stable core,881,13.61,18.9,3.7
2025-05-01,South,Andhra Pradesh,Specialty Zinc,Core fertiliser,Retailer,Stable core,825,14.29,18,4.6
2025-05-01,South,Karnataka,Specialty Zinc,Core fertiliser,Distributor,New growth cohort,916,15.48,17.5,3.2
2025-05-01,South,Telangana,Specialty Zinc,Core fertiliser,Co-op,New growth cohort,738,12.47,18.4,3.9
2025-05-01,South,Telangana,Specialty Zinc,Core fertiliser,Agri clinic,Stable core,904,15.28,17.4,4.4
2025-05-01,Central,Madhya Pradesh,Urea,Core fertiliser,Retailer,Stable core,541,4.66,18.2,4.5
2025-05-01,Central,Chhattisgarh,Urea,Core fertiliser,Distributor,Stable core,426,3.49,16.2,5.1
2025-05-01,Central,Chhattisgarh,Urea,Core fertiliser,Co-op,Stable core,419,3.44,18.7,4.8
2025-05-01,Central,Chhattisgarh,Urea,Core fertiliser,Agri clinic,Stable core,524,4.3,18.6,4
2025-05-01,Central,Chhattisgarh,DAP,Core fertiliser,Retailer,New growth cohort,561,5.65,17.3,3.9
2025-05-01,Central,Chhattisgarh,DAP,Core fertiliser,Distributor,New growth cohort,545,5.26,17.4,3.3
2025-05-01,Central,Chhattisgarh,DAP,Core fertiliser,Co-op,Stable core,487,4.7,16.6,4.8
2025-05-01,Central,Chhattisgarh,DAP,Core fertiliser,Agri clinic,Stable core,466,4.5,16,3.6
2025-05-01,Central,Chhattisgarh,NPK 20-20,Complex fertiliser,Retailer,Stable core,492,5.67,18.2,4
2025-05-01,Central,Madhya Pradesh,NPK 20-20,Complex fertiliser,Distributor,Stable core,606,6.73,17.5,4.9
2025-05-01,Central,Madhya Pradesh,NPK 20-20,Complex fertiliser,Co-op,Stable core,518,5.75,17.5,3.8
2025-05-01,Central,Chhattisgarh,NPK 20-20,Complex fertiliser,Agri clinic,New growth cohort,626,6.95,16.8,4
2025-05-01,Central,Madhya Pradesh,NPK 12-32-16,Complex fertiliser,Retailer,Stable core,580,7.52,18.4,4.6
2025-05-01,Central,Madhya Pradesh,NPK 12-32-16,Complex fertiliser,Distributor,Stable core,580,7.28,17.3,4.3
2025-05-01,Central,Chhattisgarh,NPK 12-32-16,Complex fertiliser,Co-op,Stable core,662,8.31,16,4.8
2025-05-01,Central,Chhattisgarh,NPK 12-32-16,Complex fertiliser,Agri clinic,Stable core,556,6.98,17.7,4.9
2025-05-01,Central,Madhya Pradesh,BioGro,Bio-stimulant,Retailer,Stable core,937,13.51,17.4,4.7
2025-05-01,Central,Madhya Pradesh,BioGro,Bio-stimulant,Distributor,New growth cohort,1086,15.2,18.9,4.6
2025-05-01,Central,Madhya Pradesh,BioGro,Bio-stimulant,Co-op,Stable core,905,12.67,18.7,3.6
2025-05-01,Central,Chhattisgarh,BioGro,Bio-stimulant,Agri clinic,Stable core,892,12.49,18.8,3.4
2025-05-01,Central,Madhya Pradesh,CropShield,Core fertiliser,Retailer,Stable core,718,11.39,18,3.2
2025-05-01,Central,Chhattisgarh,CropShield,Core fertiliser,Distributor,Stable core,880,13.6,18.4,3.4
2025-05-01,Central,Chhattisgarh,CropShield,Core fertiliser,Co-op,Stable core,879,13.58,18.5,3.5
2025-05-01,Central,Chhattisgarh,CropShield,Core fertiliser,Agri clinic,New growth cohort,752,11.62,19.2,4.3
2025-05-01,Central,Chhattisgarh,Specialty Zinc,Core fertiliser,Retailer,Stable core,701,12.14,18.5,3.5
2025-05-01,Central,Chhattisgarh,Specialty Zinc,Core fertiliser,Distributor,New growth cohort,694,11.73,16.8,3.4
2025-05-01,Central,Madhya Pradesh,Specialty Zinc,Core fertiliser,Co-op,New growth cohort,877,14.82,18.5,4.2
2025-05-01,Central,Madhya Pradesh,Specialty Zinc,Core fertiliser,Agri clinic,Stable core,867,14.65,16.9,4.9
2025-06-01,North,Uttar Pradesh,Urea,Core fertiliser,Retailer,Stable core,386,3.33,16.1,5.1
2025-06-01,North,Uttar Pradesh,Urea,Core fertiliser,Distributor,At-risk FY24 cohort,320,2.62,17.7,7.1
2025-06-01,North,Uttar Pradesh,Urea,Core fertiliser,Co-op,Stable core,412,3.38,16.9,3.3
2025-06-01,North,Haryana,Urea,Core fertiliser,Agri clinic,New growth cohort,389,3.19,16.6,4.4
2025-06-01,North,Uttar Pradesh,DAP,Core fertiliser,Retailer,Stable core,534,5.38,16.1,3.4
2025-06-01,North,Uttar Pradesh,DAP,Core fertiliser,Distributor,At-risk FY24 cohort,362,3.49,18.4,6.2
2025-06-01,North,Haryana,DAP,Core fertiliser,Co-op,Stable core,533,5.14,18.5,3.3
2025-06-01,North,Haryana,DAP,Core fertiliser,Agri clinic,Stable core,543,5.24,16.6,4.4
2025-06-01,North,Punjab,NPK 20-20,Complex fertiliser,Retailer,New growth cohort,542,6.24,18.6,3.7
2025-06-01,North,Haryana,NPK 20-20,Complex fertiliser,Distributor,At-risk FY24 cohort,364,4.04,17.8,5.7
2025-06-01,North,Uttar Pradesh,NPK 20-20,Complex fertiliser,Co-op,New growth cohort,473,5.25,18.8,4.6
2025-06-01,North,Haryana,NPK 20-20,Complex fertiliser,Agri clinic,Stable core,537,5.96,18.7,3.6
2025-06-01,North,Uttar Pradesh,NPK 12-32-16,Complex fertiliser,Retailer,Stable core,621,8.05,15.9,4.7
2025-06-01,North,Punjab,NPK 12-32-16,Complex fertiliser,Distributor,At-risk FY24 cohort,406,5.1,18.7,6.4
2025-06-01,North,Haryana,NPK 12-32-16,Complex fertiliser,Co-op,Stable core,542,6.8,17.5,4.6
2025-06-01,North,Uttar Pradesh,NPK 12-32-16,Complex fertiliser,Agri clinic,Stable core,549,6.89,16.4,3.7
2025-06-01,North,Uttar Pradesh,BioGro,Bio-stimulant,Retailer,New growth cohort,941,13.57,19.9,4.8
2025-06-01,North,Uttar Pradesh,BioGro,Bio-stimulant,Distributor,At-risk FY24 cohort,785,10.99,19,7.2
2025-06-01,North,Punjab,BioGro,Bio-stimulant,Co-op,Stable core,1100,15.4,18.6,4.3
2025-06-01,North,Punjab,BioGro,Bio-stimulant,Agri clinic,Stable core,1005,14.07,20,4
2025-06-01,North,Uttar Pradesh,CropShield,Core fertiliser,Retailer,New growth cohort,715,11.35,17.6,3.4
2025-06-01,North,Haryana,CropShield,Core fertiliser,Distributor,At-risk FY24 cohort,514,7.94,19.4,5.6
2025-06-01,North,Haryana,CropShield,Core fertiliser,Co-op,New growth cohort,808,12.48,17.5,3.5
2025-06-01,North,Haryana,CropShield,Core fertiliser,Agri clinic,Stable core,733,11.32,17.3,3.7
2025-06-01,North,Uttar Pradesh,Specialty Zinc,Core fertiliser,Retailer,Stable core,813,14.08,16.9,4.6
2025-06-01,North,Haryana,Specialty Zinc,Core fertiliser,Distributor,At-risk FY24 cohort,533,9.01,17,7.3
2025-06-01,North,Haryana,Specialty Zinc,Core fertiliser,Co-op,Stable core,678,11.46,16.7,3.2
2025-06-01,North,Uttar Pradesh,Specialty Zinc,Core fertiliser,Agri clinic,New growth cohort,801,13.54,16.4,3.8
2025-06-01,East,West Bengal,Urea,Core fertiliser,Retailer,Stable core,500,4.31,16.5,4.4
2025-06-01,East,Odisha,Urea,Core fertiliser,Distributor,At-risk FY24 cohort,385,3.16,16.4,6
2025-06-01,East,West Bengal,Urea,Core fertiliser,Co-op,Stable core,436,3.58,14.9,3.6
2025-06-01,East,Odisha,Urea,Core fertiliser,Agri clinic,Stable core,437,3.58,15.6,3.2
2025-06-01,East,West Bengal,DAP,Core fertiliser,Retailer,New growth cohort,486,4.89,14.1,4.4
2025-06-01,East,Bihar,DAP,Core fertiliser,Distributor,At-risk FY24 cohort,414,4,13.9,6.9
2025-06-01,East,Odisha,DAP,Core fertiliser,Co-op,Stable core,545,5.26,16.4,4
2025-06-01,East,West Bengal,DAP,Core fertiliser,Agri clinic,Stable core,540,5.21,13.9,4.5
2025-06-01,East,Odisha,NPK 20-20,Complex fertiliser,Retailer,Stable core,548,6.31,14.1,4.7
2025-06-01,East,Bihar,NPK 20-20,Complex fertiliser,Distributor,At-risk FY24 cohort,394,4.37,14.2,5.9
2025-06-01,East,Bihar,NPK 20-20,Complex fertiliser,Co-op,New growth cohort,620,6.88,14.9,5.1
2025-06-01,East,Bihar,NPK 20-20,Complex fertiliser,Agri clinic,Stable core,559,6.2,16.7,4.7
